ImgPath,centroid1x,centroid1y,centroid1z,centroid2x,centroid2y,centroid2z,centroid3x,centroid3y,centroid3z,centroid4x,centroid4y,centroid4z,centroid5x,centroid5y,centroid5z,centroid6x,centroid6y,centroid6z,cx0,cx11,cx12,cx13,cx14,cx15,cx16,cx23,cx24,cx25,cx26,cx27,cx28,cy0,cy11,cy12,cy13,cy14,cy15,cy16,cy23,cy24,cy25,cy26,cy27,cy28,cz0,cz11,cz12,cz13,cz14,cz15,cz16,cz23,cz24,cz25,cz26,cz28,label
Test Data/Dataset82/22/2_291.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Test Data/Dataset82/22/1_434.jpg,0.365643481,0.670897504,-0.242462074,0.371902138,0.250926425,-0.259074966,0.429426034,0.737755239,0.108667636,0.663232168,0.73439769,-0.021235096,0.438007494,0.620419582,-0.01927953,0.545795957,0.560898225,-0.103253163,0.271697432,0.374957919,0.363436699,0.377868295,0.367392659,0.3628802,0.366101086,0.592843175,0.526010394,0.669586778,0.424575388,0.72726655,0.33769232,0.428800583,0.387833714,0.538405716,0.247708619,0.674782991,0.117236942,0.799503803,0.555232227,0.588035166,0.739628732,0.734817863,0.908332109,0.890412688,-0.35311681,0.063615143,-0.160763994,-0.228316784,-0.197754353,-0.366469055,-0.368867874,-0.029417746,0.028745515,-0.097902685,0.074179888,0.223077506,22
Test Data/Dataset82/22/1_43.jpg,0.211967727,0.765037497,-0.319361354,0.247840176,0.284142762,-0.232419729,0.344323814,0.760997216,0.206617227,0.619052251,0.741806527,-0.057938211,0.348316004,0.654474179,0.018333541,0.464393973,0.573386153,-0.110766705,0.163778961,0.248489559,0.232657462,0.253703088,0.218835592,0.241327882,0.184410125,0.52128315,0.467714369,0.623409212,0.34457618,0.712464392,0.220680892,0.443761766,0.436317861,0.61728704,0.283008724,0.764792979,0.133101702,0.913032472,0.544525743,0.583713412,0.739314854,0.762422085,0.941578984,0.936856151,-0.322221428,-0.017528776,-0.190928295,-0.197556719,-0.282689631,-0.323688209,-0.484466136,-0.043009263,0.042130504,-0.113276593,0.203798413,0.373922765,22
Test Data/Dataset82/22/1_57.jpg,0.211967727,0.765037497,-0.319361354,0.247840176,0.284142762,-0.232419729,0.344323814,0.760997216,0.206617227,0.619052251,0.741806527,-0.057938211,0.348316004,0.654474179,0.018333541,0.464393973,0.573386153,-0.110766705,0.163778961,0.248489559,0.232657462,0.253703088,0.218835592,0.241327882,0.184410125,0.52128315,0.467714369,0.623409212,0.34457618,0.712464392,0.220680892,0.443761766,0.436317861,0.61728704,0.283008724,0.764792979,0.133101702,0.913032472,0.544525743,0.583713412,0.739314854,0.762422085,0.941578984,0.936856151,-0.322221428,-0.017528776,-0.190928295,-0.197556719,-0.282689631,-0.323688209,-0.484466136,-0.043009263,0.042130504,-0.113276593,0.203798413,0.373922765,22
Test Data/Dataset82/22/1_385.jpg,0.508884291,0.714661757,-0.201355775,0.533729156,0.310308198,-0.221711571,0.584189634,0.719194969,0.116503349,0.814997574,0.692186395,-0.041081846,0.594401995,0.635261118,0.010086627,0.690914969,0.553693255,-0.095415942,0.463470757,0.518258274,0.516895235,0.551499486,0.519886136,0.531429708,0.489871502,0.7354635,0.678196251,0.819023132,0.5881145,0.890506089,0.486258149,0.474559426,0.432067633,0.59753722,0.309284627,0.720935225,0.189572334,0.825512826,0.537816286,0.585478902,0.691195846,0.722767234,0.847547054,0.84933877,-0.289609969,0.013235619,-0.117102981,-0.193049341,-0.173631549,-0.322318703,-0.313332796,-0.03439334,0.033834931,-0.102087818,0.113527931,0.202147186,22
Test Data/Dataset82/22/1_80.jpg,0.362020165,0.78391395,-0.106558445,0.40849779,0.46220241,-0.146894448,0.448025634,0.796138863,0.14113062,0.738498886,0.774158418,-0.108796918,0.457432856,0.718484024,0.066321378,0.588448932,0.650987963,-0.10974116,0.309217721,0.395189553,0.365326792,0.417432636,0.371456504,0.412871182,0.349277198,0.62683481,0.562631607,0.743322432,0.444340169,0.845339417,0.337105125,0.587065935,0.546943724,0.676007867,0.461132377,0.784115195,0.378531128,0.891618788,0.637203455,0.683968723,0.76881671,0.795475483,0.91645509,0.908972383,-0.173041463,-0.099359602,-0.001557673,-0.121475883,-0.080720782,-0.217015132,-0.237396881,-0.059072714,0.058371749,-0.167958438,0.142150059,0.222870052,22
Test Data/Dataset82/22/1_94.jpg,0.690466642,0.606210013,-0.203393896,0.734835585,0.811286271,-0.273700404,0.197591275,0.816930036,-0.175144364,0.595146159,0.826210181,0.263604725,0.41277652,0.737543404,-0.114522402,0.585197926,0.779217323,0.096519349,0.8074826,0.714245677,0.682127237,0.737216234,0.691646576,0.753044844,0.697626114,0.445848942,0.364977956,0.595499158,0.191224366,0.744090378,0.036571503,0.681463182,0.748432755,0.670902014,0.810289681,0.605523229,0.875136375,0.542204797,0.755147576,0.726960719,0.834071636,0.81476748,0.88941133,0.909061909,-0.175166488,0.43797785,-0.035738245,-0.231596589,-0.166791305,-0.526226342,-0.40765214,0.093648329,-0.093939438,0.259187996,-0.213889524,-0.217604131,22
Test Data/Dataset82/22/2_332.jpg,0.367877106,0.732531627,-0.179074908,0.373468151,0.234568487,-0.250490273,0.42628329,0.75655508,0.114578637,0.638201078,0.711573084,0.019105675,0.443529238,0.6486244,0.011283887,0.533665001,0.542572836,-0.072706573,0.335699439,0.39319694,0.38442719,0.374715775,0.368648767,0.352491736,0.35055536,0.564191997,0.520038903,0.643606067,0.426121622,0.70680517,0.332689345,0.414905667,0.382589877,0.584071219,0.226382047,0.734109581,0.094733536,0.879414082,0.525360703,0.593062997,0.719767928,0.768738985,0.889590621,0.907863259,-0.257949859,0.109542981,-0.110187158,-0.226788893,-0.151182562,-0.358788162,-0.275855005,-0.034816027,0.034357212,-0.017409928,0.109681606,0.199697092,22
Test Data/Dataset82/22/2_468.jpg,0.342770259,0.231567706,-0.075104695,0.378538112,0.513845891,-0.002457346,0.307062,0.496315181,-0.345070841,0.187868615,0.538570116,0.035602109,0.304151346,0.390754451,-0.134885299,0.274449781,0.462579608,0.068693879,0.398992538,0.378510058,0.356554031,0.376126051,0.336103201,0.380978227,0.335653543,0.259529531,0.248576522,0.185309753,0.307323486,0.118766561,0.365285993,0.300579518,0.423600227,0.301610142,0.512055635,0.235652074,0.60588181,0.157440901,0.433034927,0.394420803,0.531103671,0.476232409,0.651571751,0.618292332,-0.024335509,-0.001263856,0.033492371,0.018810062,-0.058474038,-0.124193557,-0.200332418,0.081868187,-0.081981398,0.026201995,-0.356166869,-0.597064257,22
Test Data/Dataset82/22/2_125.jpg,0.525330881,0.200025916,-0.628001273,0.679352919,0.602332691,0.092554178,0.257953768,0.486397728,-0.565510144,0.521580845,0.566316634,0.55985111,0.441009611,0.30834956,-0.499779592,0.541527102,0.423669984,0.297408616,0.83873415,0.709794283,0.686080694,0.670661211,0.497204483,0.657603264,0.392707467,0.40015009,0.360477775,0.514636934,0.276470363,0.649955511,0.136913165,0.312637329,0.380552113,0.17803593,0.600955367,0.114155993,0.825490594,0.307885826,0.317326814,0.249864712,0.573131025,0.497148037,0.808492064,0.712180436,-0.480531842,0.867710888,-0.51255399,0.176347658,-0.630252481,0.020931471,-0.741197348,0.227137983,-0.226843268,0.584704459,-0.759941518,-0.709745646,22
Test Data/Dataset82/22/1_555.jpg,0.525330881,0.200025916,-0.628001273,0.679352919,0.602332691,0.092554178,0.257953768,0.486397728,-0.565510144,0.521580845,0.566316634,0.55985111,0.441009611,0.30834956,-0.499779592,0.541527102,0.423669984,0.297408616,0.83873415,0.709794283,0.686080694,0.670661211,0.497204483,0.657603264,0.392707467,0.40015009,0.360477775,0.514636934,0.276470363,0.649955511,0.136913165,0.312637329,0.380552113,0.17803593,0.600955367,0.114155993,0.825490594,0.307885826,0.317326814,0.249864712,0.573131025,0.497148037,0.808492064,0.712180436,-0.480531842,0.867710888,-0.51255399,0.176347658,-0.630252481,0.020931471,-0.741197348,0.227137983,-0.226843268,0.584704459,-0.759941518,-0.709745646,22
Test Data/Dataset82/22/1_81.jpg,0.544179231,0.324736983,-0.335650469,0.654610078,0.615745862,-0.1843438,0.262501573,0.689660688,-0.173424482,0.581738373,0.704823971,0.232781077,0.403388153,0.552115321,-0.198441933,0.574072599,0.605787635,0.093776559,0.717866063,0.683321297,0.596243918,0.641376555,0.54215765,0.63913238,0.494136125,0.451533496,0.358053327,0.587363005,0.255867213,0.706318617,0.173584178,0.405097604,0.524316967,0.413754463,0.617271066,0.323804855,0.705649555,0.236651629,0.585379004,0.552558661,0.707666934,0.69003284,0.821425974,0.826390564,-0.318210661,0.330933899,-0.172738388,-0.118960395,-0.281364501,-0.347991347,-0.552848518,0.148430139,-0.148458585,0.218979195,-0.274128824,-0.097686037,22
Test Data/Dataset82/22/1_421.jpg,0.551535249,0.284210086,-0.335025628,0.569475929,0.666668614,-0.233355507,0.381983777,0.713289499,-0.043921189,0.533903201,0.734141946,0.103555049,0.454822203,0.558198541,-0.127467539,0.523951372,0.627694011,-0.015368069,0.596432745,0.567575872,0.5522331,0.562947512,0.5462569,0.577904403,0.556115746,0.472315133,0.434283614,0.53196311,0.377949893,0.597431362,0.333717823,0.421551049,0.544387817,0.400978833,0.66852802,0.284853488,0.787090003,0.166797936,0.597815871,0.560164392,0.740878344,0.713452399,0.863731623,0.866251707,-0.366189092,0.178830758,-0.223904192,-0.200472146,-0.314315766,-0.32165578,-0.466856927,0.058293797,-0.058465395,0.073540591,-0.10003303,0.026734857,22
Test Data/Dataset82/22/1_635.jpg,0.455436905,0.721159101,-0.265222907,0.471118818,0.257625967,-0.191246818,0.478262454,0.72636493,-0.110809555,0.764974515,0.702041924,0.081357843,0.522301912,0.643699586,-0.104567528,0.637489955,0.546309938,-0.022438977,0.404932916,0.484984994,0.462088227,0.476781219,0.460200101,0.45159024,0.444022387,0.65997231,0.621236145,0.76751256,0.483581364,0.867438674,0.329969853,0.409689248,0.387823254,0.581787169,0.256850511,0.728176951,0.128204137,0.853513181,0.549737036,0.603787303,0.701369524,0.745524287,0.855019212,0.829783201,-0.312137187,0.157305136,-0.196043566,-0.15742065,-0.237089798,-0.262234479,-0.362535357,0.00635263,-0.006899604,0.080415763,-0.110759415,-0.214769647,22
Test Data/Dataset82/22/1_345.jpg,0.434701224,0.779792925,-0.239482706,0.379912237,0.573883772,-0.44004036,0.495517919,0.786947926,0.055746694,0.646129847,0.769490143,-0.014440841,0.507717143,0.706684728,-0.037112055,0.568884552,0.652498345,-0.143051876,0.427434683,0.457559466,0.463139176,0.378965616,0.43635428,0.303211629,0.404610217,0.5987463,0.562190831,0.650347888,0.49782142,0.689295352,0.426541507,0.580774963,0.563225031,0.669525087,0.573159695,0.783383846,0.58526659,0.886469841,0.623595655,0.66540122,0.770674348,0.785127878,0.914200425,0.910314679,-0.365235835,0.06830322,-0.178877458,-0.44980669,-0.206221551,-0.552784503,-0.333349109,-0.046590846,0.046298426,-0.065034896,0.021242866,0.099698789,22
Test Data/Dataset82/22/2_286.jpg,0.696591417,0.252716879,0.026029645,0.699966153,0.717840195,0.063223946,0.603600383,0.653666695,-0.111761826,0.385010103,0.686494728,0.029512404,0.607501348,0.510942549,-0.044883355,0.524712761,0.59344244,0.101304038,0.755232632,0.698896527,0.700217724,0.699578822,0.69262296,0.701423109,0.696933568,0.490696996,0.523152411,0.38454476,0.599133909,0.279788554,0.688514829,0.41908586,0.583122194,0.399938852,0.721090734,0.251861155,0.849307656,0.106350631,0.506077945,0.47387898,0.691127181,0.659009814,0.862279058,0.828111291,0.047127347,-0.043139771,0.120353386,0.094078757,0.040564697,-0.076642051,-0.082829148,0.099234648,-0.099469721,0.032442335,-0.155533731,-0.080282025,22
Test Data/Dataset82/22/1_386.jpg,0.386557728,0.677429577,-0.109561622,0.324147185,0.196167698,-0.225133742,0.486549358,0.699076017,0.141286327,0.759080072,0.654225568,-0.129011267,0.498996993,0.576525052,0.054309811,0.61090374,0.457615544,-0.113431934,0.348697603,0.410048306,0.403998613,0.32488957,0.391943634,0.237503678,0.363730937,0.659460902,0.60200268,0.763202012,0.490989685,0.854577303,0.366655707,0.311498284,0.296177298,0.515723467,0.189342827,0.678810358,0.102982968,0.837754905,0.432254553,0.502406478,0.644414783,0.711445212,0.886007369,0.88337636,-0.219565883,-0.149713382,-0.019981004,-0.205456376,-0.082302608,-0.366969466,-0.226401255,-0.054016437,0.053240132,-0.183303982,0.129670307,0.240948543,22
Test Data/Dataset82/22/2_245.jpg,0.682664752,0.477043261,-0.156711482,0.474098057,0.272087802,0.092934619,0.271784623,0.604847819,-0.062752191,0.475069463,0.603457411,0.232534938,0.432325999,0.472220759,-0.102301605,0.474589845,0.431767801,0.150385824,0.680948555,0.558546185,0.650353909,0.450711846,0.679655135,0.413036138,0.717985213,0.390904367,0.379912555,0.474318981,0.266711533,0.559985042,0.168729782,0.271210998,0.252590716,0.363731652,0.229095012,0.479554355,0.33457768,0.587843776,0.426227033,0.445650011,0.616485655,0.607280612,0.767659545,0.761612833,0.301728934,0.378083676,-0.108753853,0.122595407,-0.199701324,0.024572114,-0.161679268,0.099998064,-0.10005594,0.219523072,-0.098095022,0.00989439,22
Test Data/Dataset82/22/2_330.jpg,0.676800668,0.286761383,-0.032168019,0.71777757,0.723534822,-0.053114059,0.536187142,0.712794443,-0.152007818,0.264593403,0.709324857,0.082254387,0.546001444,0.558604529,-0.082382254,0.464954038,0.620503664,0.108105376,0.783511758,0.724838257,0.692647219,0.717076302,0.668260574,0.711418152,0.669494212,0.413211584,0.41240254,0.256812274,0.532954574,0.123756349,0.663204312,0.448264807,0.587023079,0.423136443,0.725342751,0.282917291,0.858238637,0.154230416,0.562165439,0.527233422,0.712322474,0.725443721,0.853486657,0.885706186,-0.130538434,0.016746908,0.07908573,-0.01554002,-0.00368062,-0.238102034,-0.171909168,0.14981392,-0.150241271,0.080202334,-0.175991222,-0.129790962,22
Test Data/Dataset82/22/1_218.jpg,0.407758445,0.695971549,-0.600166708,0.450141956,0.343791833,-0.38763386,0.384550204,0.764604092,-0.214261852,0.741198917,0.742596904,0.20918752,0.430460294,0.664486229,-0.278732809,0.610149284,0.607227574,-0.039153633,0.357464254,0.459289253,0.40762651,0.452418447,0.406285673,0.43871817,0.409363151,0.622367442,0.507193089,0.748791158,0.376561284,0.852438152,0.269896239,0.441797376,0.441111952,0.583405077,0.344937444,0.703958631,0.245326102,0.800550938,0.633110583,0.653147161,0.747460186,0.75690645,0.847219944,0.883758664,-0.595292509,0.402312487,-0.480890423,-0.365570575,-0.559954405,-0.454620034,-0.759655297,0.045817785,-0.046115138,0.179432288,-0.309192866,-0.287477553,22
Test Data/Dataset82/22/1_556.jpg,0.324528853,0.766890883,-0.467611223,0.332980126,0.397368848,-0.471438249,0.432092359,0.759320855,0.154938379,0.678268413,0.75056684,-0.050517278,0.427073856,0.68200328,-0.045389912,0.535286138,0.620223681,-0.186654784,0.268085599,0.327203482,0.330923051,0.341691911,0.345843554,0.330044985,0.296819955,0.599323809,0.518125296,0.679331124,0.432173222,0.756150305,0.345978558,0.553945005,0.514595509,0.661879957,0.394209743,0.762888134,0.283301294,0.87590456,0.595478237,0.631620169,0.750597298,0.752509713,0.905624986,0.893832684,-0.59194845,0.041365385,-0.340662926,-0.435284734,-0.428557098,-0.611982882,-0.633613646,-0.051115938,0.050314408,-0.141801283,0.154178783,0.260321945,22
Test Data/Dataset82/22/1_41.jpg,0.376819899,0.275847375,-0.183636631,0.357367178,0.360554198,0.033465253,0.490208248,0.311223547,0.034121649,0.533690671,0.394195706,0.236081846,0.441592306,0.33501634,-0.07602471,0.445511699,0.395130605,0.094904517,0.352222651,0.338696539,0.356917411,0.3681041,0.385585845,0.365300894,0.38795644,0.462071002,0.47145009,0.535767555,0.496409416,0.603233457,0.502765238,0.297960907,0.374951154,0.307851315,0.371492654,0.265746415,0.335218787,0.253944397,0.41714251,0.380128682,0.393298149,0.317069024,0.372146457,0.236472934,-0.097951837,0.399197578,-0.202416152,0.054021228,-0.209000379,0.070708938,-0.139493361,0.063730292,-0.063972645,0.245317668,0.038314667,0.128022924,22
Test Data/Dataset82/22/1_69.jpg,0.360015422,0.426758995,-0.165051828,0.396875372,0.583278219,-0.083966609,0.680508216,0.65316538,0.147215963,0.591033459,0.731378933,0.130534232,0.54390655,0.538314799,0.004822329,0.530100783,0.63264515,0.017959102,0.300248206,0.382588983,0.376901567,0.419419676,0.384216785,0.388617456,0.318927914,0.607741773,0.614094555,0.599971592,0.640723526,0.565387011,0.786706567,0.437109768,0.590481043,0.436071575,0.562970161,0.432685405,0.596383452,0.411520004,0.554427207,0.520733714,0.753027201,0.65813911,0.886682391,0.780623317,-0.023990259,0.284430981,-0.106504098,-0.068461746,-0.155864045,-0.130143672,-0.232787341,-0.025811583,0.02539883,0.132983297,0.095572256,0.320676804,22
Test Data/Dataset82/22/1_436.jpg,0.288482934,0.743130306,-0.294953922,0.293098072,0.265191893,-0.235949869,0.334801267,0.746378581,0.095614808,0.748597761,0.700226645,-0.019531679,0.373665998,0.658812205,-0.015512509,0.548731973,0.553515881,-0.089830472,0.210880458,0.3018125,0.280829072,0.292109102,0.30316329,0.285372615,0.281456441,0.590819716,0.510824382,0.753563702,0.329344541,0.901409864,0.164234877,0.431261122,0.41572091,0.602890015,0.256270796,0.760716617,0.123583972,0.865784287,0.543655455,0.611410856,0.701171279,0.762135744,0.8558532,0.865589142,-0.32002908,0.02797628,-0.188447267,-0.204571351,-0.267484456,-0.320358157,-0.428930044,-0.028681487,0.027864693,-0.05788983,0.114045046,0.144934684,22
Test Data/Dataset82/22/2_6.jpg,0.318585326,0.777329683,-0.194919456,0.296138197,0.364724338,-0.163327483,0.761350254,0.720565617,0.083774577,0.478864968,0.709358235,0.092184999,0.55781739,0.64602387,0.01545175,0.449219445,0.578249693,-0.00420458,0.162342012,0.27705583,0.296879858,0.311221838,0.320278496,0.300136924,0.338597625,0.586344421,0.615149677,0.484258085,0.761422634,0.365992397,0.907478452,0.533636868,0.492343247,0.6521703,0.363025486,0.779687703,0.238804281,0.900131047,0.530093431,0.558355033,0.7123124,0.727546275,0.885668874,0.875795543,-0.381726474,0.217821568,-0.042250108,-0.112228632,-0.138759688,-0.306406647,-0.403748572,-0.057499703,0.056386217,0.116233133,0.032219142,0.162718371,22
Test Data/Dataset82/23/2_21.jpg,0.44624125,0.767574747,0.2244209,0.458018571,0.793539226,-0.43494457,0.496784836,0.289647231,0.201815784,0.503965984,0.289672236,-0.123369498,0.478067189,0.484893014,0.17662255,0.490675469,0.491177996,-0.200745359,0.390422702,0.471227854,0.454065263,0.503967583,0.486154824,0.398860276,0.398503661,0.503413618,0.487549633,0.497384936,0.492586672,0.511099398,0.510218203,0.771700501,0.708554029,0.695199013,0.835808218,0.797351599,0.836255431,0.810173631,0.479997844,0.473364979,0.284982115,0.28611505,0.104036748,0.109461665,-0.093714759,-0.070774607,0.173554525,-0.457614154,0.249994919,-0.544317365,0.249713257,-0.173880622,0.173872694,-0.125453264,0.18244043,0.249134228,23
Test Data/Dataset82/23/2_116.jpg,0.511543026,0.92076846,-0.513800412,0.534245739,0.880432904,0.109281607,0.463600645,0.317747623,-0.092729371,0.47357133,0.326331764,0.314939822,0.453581919,0.550276399,-0.213739345,0.473431577,0.544009298,0.184407125,0.562748075,0.50792259,0.471463263,0.478543133,0.439545244,0.616271496,0.62362057,0.437384814,0.424786091,0.474987328,0.464496404,0.508341849,0.501519442,0.886519492,0.796495914,0.822831988,0.917747498,0.976788163,0.927055299,0.962685227,0.520325601,0.522260249,0.315206379,0.305736959,0.143463314,0.125245661,-0.166130573,0.47544083,-0.360027403,0.132337525,-0.555008829,0.111664556,-0.626365006,0.163508102,-0.163937926,0.305870533,-0.117252707,0.003002521,23
Test Data/Dataset82/23/2_328.jpg,0.375297487,0.831387301,-0.216452365,0.431964576,0.815254351,0.050244526,0.409235428,0.29340291,-0.04273373,0.436895897,0.30772086,0.145314847,0.389981965,0.50457872,-0.09153297,0.434315721,0.51267164,0.09504715,0.392018408,0.429029733,0.367428273,0.420049161,0.352821499,0.446814835,0.405642688,0.437515318,0.396826595,0.436402112,0.405691028,0.43677026,0.425188661,0.817030549,0.744982839,0.753619909,0.82797724,0.85773015,0.872802973,0.882811844,0.486082405,0.471107185,0.306949675,0.289009064,0.1301305,0.120092481,0.024247712,0.211180985,-0.153962106,0.06561704,-0.240142122,0.024738645,-0.255252868,0.075618505,-0.075793661,0.149145052,-0.044843145,-0.007564385,23
Test Data/Dataset82/23/1_214.jpg,0.375297487,0.831387301,-0.216452365,0.431964576,0.815254351,0.050244526,0.409235428,0.29340291,-0.04273373,0.436895897,0.30772086,0.145314847,0.389981965,0.50457872,-0.09153297,0.434315721,0.51267164,0.09504715,0.392018408,0.429029733,0.367428273,0.420049161,0.352821499,0.446814835,0.405642688,0.437515318,0.396826595,0.436402112,0.405691028,0.43677026,0.425188661,0.817030549,0.744982839,0.753619909,0.82797724,0.85773015,0.872802973,0.882811844,0.486082405,0.471107185,0.306949675,0.289009064,0.1301305,0.120092481,0.024247712,0.211180985,-0.153962106,0.06561704,-0.240142122,0.024738645,-0.255252868,0.075618505,-0.075793661,0.149145052,-0.044843145,-0.007564385,23
Test Data/Dataset82/23/1_65.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
Test Data/Dataset82/23/1_174.jpg,0.452276359,0.833282351,0.220083778,0.51298962,0.855297883,-0.751256297,0.422231366,0.412970871,0.282785982,0.453443478,0.399923712,-0.118019862,0.463956525,0.579571187,0.217308223,0.509084374,0.575797975,-0.280068258,0.457442224,0.533090353,0.470270514,0.572571754,0.482440352,0.433306754,0.40411821,0.540956557,0.488669068,0.453206211,0.432929993,0.366167665,0.345095038,0.84925741,0.77883327,0.767773867,0.890887618,0.860098362,0.896172762,0.871974826,0.551498294,0.559636772,0.397062361,0.411302924,0.251210481,0.267972916,-0.1630034,0.007135889,0.178507656,-0.777616501,0.266040772,-0.99714309,0.215702906,-0.233425558,0.233260542,-0.127769917,0.240156472,0.374940932,23
Test Data/Dataset82/23/1_410.jpg,0.472679247,0.872647305,0.330214908,0.501807501,0.894826233,-0.572690368,0.497264584,0.322737962,0.280959129,0.500998,0.319998602,-0.150285882,0.510233243,0.541811347,0.263322532,0.528178553,0.546639065,-0.259936944,0.485360503,0.547084093,0.512430072,0.567128241,0.522393227,0.391210169,0.383214444,0.539569139,0.522018015,0.497882426,0.496251643,0.465542436,0.473524094,0.880971193,0.800519824,0.790761709,0.943330526,0.903934658,0.94062835,0.923245549,0.522929609,0.517150462,0.316467762,0.31752187,0.120598435,0.133541554,-0.069743544,-0.06677898,0.301714718,-0.606257141,0.366127878,-0.716081798,0.322802126,-0.247068688,0.246960372,-0.137009978,0.241292506,0.35462451,23
Test Data/Dataset82/23/1_202.jpg,0.32683379,0.886681577,0.331600919,0.324644764,0.897169113,-0.852766633,0.330707153,0.32905362,0.363367647,0.327391277,0.32469062,-0.089857948,0.348089794,0.54972442,0.277613565,0.345727722,0.549745003,-0.294662592,0.359736502,0.376395226,0.374637157,0.375907332,0.382055104,0.221631736,0.223809108,0.329137951,0.335983843,0.331649989,0.333648384,0.32138589,0.322489232,0.896412611,0.80597651,0.800532162,0.93734318,0.91953516,0.948187649,0.939977407,0.52352792,0.522126734,0.31973058,0.326514363,0.13081336,0.138519764,-0.120559983,0.067150488,0.230576351,-0.90483731,0.346972942,-1.106199145,0.417253464,-0.273212522,0.273205042,-0.063511811,0.329059303,0.487838596,23
Test Data/Dataset82/23/2_115.jpg,0.575111131,0.852859735,-0.379647672,0.571690321,0.828867873,-0.019013155,0.57685256,0.370355248,-0.051189557,0.574683249,0.369260758,0.1455101,0.567367673,0.56293416,-0.141483081,0.565379302,0.555851976,0.083107573,0.587323248,0.562408209,0.56329447,0.549298227,0.55259192,0.603364527,0.609447002,0.561278403,0.561125696,0.572451293,0.577682853,0.590320051,0.591749132,0.848105192,0.762633741,0.773649037,0.854699671,0.887663305,0.869270205,0.897266865,0.539917231,0.549576402,0.365004957,0.365577042,0.202860087,0.195912302,-0.155056596,0.207481861,-0.258065403,0.009775748,-0.394159585,-0.087089494,-0.486718029,0.098819889,-0.09891171,0.130228549,-0.06747213,0.01281517,23
Test Data/Dataset82/23/1_367.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
Test Data/Dataset82/23/1_415.jpg,0.453161041,0.843078335,-0.102775333,0.51853325,0.875178595,-0.526590417,0.485505064,0.380789568,0.12321353,0.514495571,0.372997026,-0.126698973,0.473121862,0.56413279,0.08231314,0.516963085,0.566449185,-0.186607786,0.460130066,0.52455467,0.461569905,0.552863836,0.463503361,0.478181243,0.434409857,0.516271234,0.474924952,0.51006335,0.482870728,0.517152131,0.498719513,0.855890036,0.780318022,0.762326598,0.908565819,0.858822107,0.936651945,0.9080863,0.548723698,0.550416231,0.370305836,0.37965554,0.199961543,0.212296933,-0.107609726,-0.133504048,0.013156755,-0.542945862,-0.076496102,-0.723594904,-0.244986653,-0.12140622,0.121162407,-0.125186652,0.112620257,0.135857925,23
Test Data/Dataset82/23/1_89.jpg,0.716812909,0.408421695,0.361049314,0.725869675,0.419459144,-0.507528464,0.704216858,0.176905061,0.336887111,0.715904792,0.175749287,-0.203391835,0.750879367,0.266029457,0.309812725,0.771045188,0.270278384,-0.348807067,0.650033772,0.77025497,0.745003879,0.783470273,0.772501945,0.623883784,0.632932901,0.836553037,0.814640522,0.706327558,0.692993701,0.604833782,0.605016351,0.407242537,0.379699647,0.36935389,0.440472901,0.425117552,0.438204885,0.430793643,0.258254111,0.252647668,0.172881395,0.176086813,0.096112356,0.101980701,-0.08483573,-0.04551284,0.368945718,-0.54396069,0.43108353,-0.496866167,0.283118695,-0.300205737,0.300004393,-0.264456928,0.260488063,0.450168878,23
Test Data/Dataset82/23/1_88.jpg,0.513582846,0.888333221,0.308755969,0.458097607,0.8283783,0.596313288,0.509517223,0.354963462,-0.145975451,0.487042199,0.341265877,0.010293792,0.489967873,0.572750707,-0.027342041,0.462042332,0.550915142,0.167999762,0.517743945,0.453267008,0.483682334,0.432695627,0.489523172,0.488330185,0.56754303,0.450170934,0.478960901,0.482689053,0.507260382,0.528266609,0.542330384,0.855521619,0.770077944,0.796024323,0.864801466,0.943470895,0.850255489,0.925504446,0.544714987,0.572401583,0.337952495,0.349826217,0.141130149,0.142662585,0.263841897,-0.063128226,0.151393935,0.580661535,0.262998283,0.798288643,0.511875689,0.090190835,-0.090564072,0.003818767,-0.142855987,-0.204506293,23
Test Data/Dataset82/23/1_63.jpg,0.497883956,0.872542262,0.129719983,0.469453841,0.882331828,-0.199344004,0.487083683,0.351003041,0.075618107,0.468321721,0.356379797,-0.046591859,0.505729298,0.566293796,0.067131968,0.480448216,0.569500794,-0.102124173,0.46449843,0.481771737,0.513700902,0.486087203,0.524060071,0.440502584,0.455890894,0.485760927,0.513353288,0.473811984,0.490133703,0.445392251,0.457764059,0.876310408,0.804795265,0.807394147,0.914493918,0.901602864,0.927706301,0.908629775,0.550174177,0.535333633,0.35353294,0.356153607,0.165432274,0.161521882,-0.082139172,0.001575896,0.071829632,-0.214063734,0.136835054,-0.218947232,0.180495262,-0.079314314,0.079289518,-0.062037159,0.050276753,0.09728805,23
